objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
i	i	h	i	f	f	f	f	f	f	f	s	p
568956	0	object/building/general/lok_evil_droid_engineer_cave.iff	0	1253.578	128.8369	1254.166	0.4147782	0	0.9099226	0	theme_park.nym.droid_cave	$|
568957	568956	object/cell/cell.iff	1	0	0	0	1	1.401298E-45	0	0		$|
568958	568956	object/cell/cell.iff	2	0	0	0	1	2.802597E-45	0	0		$|
4777533	568958	object/tangible/collection/rare_melee_hk_47_knuckler.iff	0	-4.535218	-29.09244	-45.18077	0.7838331	0	0.007326188	-0.02421604		$|
568959	568956	object/cell/cell.iff	3	0	0	0	1	4.203895E-45	0	0		$|
568960	568956	object/cell/cell.iff	4	0	0	0	1	5.605194E-45	0	0		$|
568961	568956	object/cell/cell.iff	5	0	0	0	1	7.006492E-45	0	0		$|
871812	568961	object/tangible/container/loot/placable_loot_crate_trashpile.iff	0	-62.45277	-46.76814	-72.447	0.2381955	0	0.9712172	0		$|
568962	568956	object/cell/cell.iff	6	0	0	0	1	8.407791E-45	0	0		$|
568963	568956	object/cell/cell.iff	7	0	0	0	1	9.809089E-45	0	0		$|
568964	568956	object/cell/cell.iff	8	0	0	0	1	1.121039E-44	0	0		$|
568965	568956	object/cell/cell.iff	9	0	0	0	1	1.261169E-44	0	0		$|
871802	568965	object/tangible/container/loot/placable_loot_crate.iff	0	-71.03308	-70.49781	-104.4083	1	0	0	0		$|
568966	568956	object/cell/cell.iff	10	0	0	0	1	1.401298E-44	0	0		$|
568967	568956	object/cell/cell.iff	11	0	0	0	1	1.541428E-44	0	0		$|
568968	568956	object/cell/cell.iff	12	0	0	0	1	1.681558E-44	0	0		$|
568969	568956	object/cell/cell.iff	13	0	0	0	1	1.821688E-44	0	0		$|
568970	568956	object/cell/cell.iff	14	0	0	0	1	1.961818E-44	0	0		$|
568971	568956	object/cell/cell.iff	15	0	0	0	1	2.101948E-44	0	0		$|
568972	568956	object/cell/cell.iff	16	0	0	0	1	2.242078E-44	0	0		$|
568973	568956	object/cell/cell.iff	17	0	0	0	1	2.382207E-44	0	0		$|
568974	568956	object/cell/cell.iff	18	0	0	0	1	2.522337E-44	0	0		$|
568975	568956	object/cell/cell.iff	19	0	0	0	1	2.662467E-44	0	0		$|
568976	568956	object/cell/cell.iff	20	0	0	0	1	2.802597E-44	0	0		$|
568977	568956	object/cell/cell.iff	21	0	0	0	1	2.942727E-44	0	0		$|
568978	568956	object/cell/cell.iff	22	0	0	0	1	3.082857E-44	0	0		$|
568979	568956	object/cell/cell.iff	23	0	0	0	1	3.222986E-44	0	0		$|
568980	568956	object/cell/cell.iff	24	0	0	0	1	3.363116E-44	0	0		$|
568981	568956	object/cell/cell.iff	25	0	0	0	1	3.503246E-44	0	0		$|
568982	568956	object/cell/cell.iff	26	0	0	0	1	3.643376E-44	0	0		$|
568983	568956	object/cell/cell.iff	27	0	0	0	1	3.783506E-44	0	0		$|
568995	568983	object/tangible/container/loot/placable_loot_crate.iff	0	34.79291	-69.61673	-113.728	1	0	0	0		$|
4105811	568983	object/tangible/dungeon/corellian_corvette/corvette_search_imperial_rescue_03.iff	0	50.25411	-65.68779	-83.30495	0.9504338	0	0.3020635	0.05305721		$|
568984	568956	object/cell/cell.iff	28	0	0	0	1	3.923636E-44	0	0		$|
568985	568956	object/cell/cell.iff	29	0	0	0	1	4.063766E-44	0	0		$|
871800	568985	object/tangible/container/loot/placable_loot_crate.iff	0	-58.98674	-66.37311	-236.077	1	0	0	0		$|
3515370	0	object/static/installation/mockup_power_generator_solar_style_1.iff	0	1853.803	12.16671	630.3643	1	0	0	0		$|
3515371	0	object/static/installation/mockup_power_generator_fusion_style_1.iff	0	1846.578	12.11912	630.2485	1	0	0	0		$|
5125673	0	object/static/particle/particle_volcano_glow_1.iff	0	921.2761	253	1732.839	1	0	0	0		$|
